Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
34911,677.462,235.2555984,189.2799888,1.24289736,0.593855566,35252,210.8318423,0.762515289,0.99032679,0.955877575,0.896182041,0.006738724,0.002681281,0.803142251,0.998223383,SEKERQ
34911,670.061,232.3946574,191.3768711,1.214329904,0.567317077,35204,210.8318423,0.771070766,0.991677082,0.9771100.29,0.90721467,0.006656775,0.002781531,0.823038457,0.99944021,SEKER
34912,676.03,230.3106061,193.1139792,1.192614885,0.544911378,35245,210.8348619,0.774376719,0.9.90551851,0.959958935,0.91543705,0.006596889,0.002857807,0.838024993,0.999441081,seker
34924,816.638,258.3197875,181.6399258,1.422153122,0.711032482,37992,210.871093,0.712095261,0.9192461.57,0.65.8073911,0.816318003,0.007396627,0.002026054,0.666375082,0.947687403,SEKER
34934,687.791,230.1591986,193.7172105,1.188119517,0.539998207,35445,210.9012808,0.75706484,0.985583298,0.927994.074,0.916327838,0.006588401,0.002865255,0.839656707,0.997612521,SEKER
34936,682.571,232.0235561,192.0522539,1.208127223,0.561130429,35353,210.9073179,0.786846847,0.988204679,0.942296065,0.908990973,0.006641389,0.0027969,0.826264588,0.998232742,seker
34945,675.172,234.9899023,189.5541679,1.239697891,0.591031959,"35,231",210.9344825,0.76000435,0.991882149,0.963309985,0.897632113,0.006724564,0.002693007,0.80574341,0.998878406,seker
34958,672.491,231.2618911,192.6081255,1.200686059,0.553487963,"35,254",210.973714,0.797927461,0.99160379,0.971367322,0.912271853,0.006615421,0.002826405,0.832239935,0.999258887,SEKER
34960,681.462,237.5611221,187.9510512,1.26395208,0.611597287,35342,210.979749,0.80349345,0..98919133,0.9460149.53,0.888107225,0.006795227,0.002607626,0.788734443,0.99692254,SEKER
34968,673.319,238.1086753,187.1376478,1.272371851,0.618310695,35218,211.0038872,0.755509463,0.99290135.7,0.969256937,0.886166314,0.006809331,0.002590271,0.785290736,0.999181827,SEKER
34968,750.395,242.822452,184.3295472,1.317327882,0.65095951,"35,858",211.0038872,0.743367347,0..975179876,0.780370411,0.868963662,0.006944133,0.00244233,0.755097846,0.994711447,SEKERK
34971,673.194,235.0015866,189.6894581,1.238875312,0.590300279,"35,269",211.0129383,0.782454021,0.9915506.54,0.969700104,0.897921335,0.006719899,0.002694608,0.806262723,0.998858983,SEKER
34980,675.203,233.0086827,191.3427601,1.217755417,0.570665001,35276,211.0400893,0.785290948,0.991609026,0.96418627,0.905717705,0.006661197,0.002765053,0.820324561,0.998954677,SEKER
34995,679.687,236.9907334,188.1316847,1.259706645,0.6081324,"35,298",211.0853331,0.757992549,0.991415944,0..951914484,0.89069024,0.006772131,0.002629129,0.793329103,0.999361943,SEKER
35022,670.696,231.8361853,192.6036331,1.203695806,0.556608864,"35,293",211.1667477,0.791779707,0.992321424,0..978361547,0.910844644,0.00661973,0.002810589,0.829637966,0.99863174,seker
35031,675.649,232.0680178,192.5367815,1.205317841,0.558273939,"35,369",211.1938789,0.79899188,0.990443609,0.964.317665,0.910051635,0.006624647,0.002802894,0.828193978,0.998236977,SEKER
35042,676.65,225.6145213,197.8959341,1.140066481,0.480231413,"35,380",211.2270346,0.800045662,0.99.044658,0.961768562,0.936229784,0.006438403,0.00305132,0.876526209,0.999298151,seker
35049,679.396,228.9631987,195.0752162,1.173717518,0.523551942,"35,349",211.2481309,0.777484472,0.9915.13197,0.954200.246,0.922629192,0.00653266,0.002919971,0.851244625,0.999120729,SEKERX
35059,671.731,230.0316108,194.3218141,1.183766279,0.535143216,35314,211.2782649,0.7777063,0.992779068,0.976379396,0.918474918,0.006561271,0.002880295,0.843596175,0.998620705,SEKER
35062,701.948,223.2641008,200.2523714,1.114913642,0.442171641,35579,211.2873042,0.778740227,0.985468956,0..894204122,0.946355923,0.006367694,0.003150504,0.895589533,0.998504989,SEKER
35066,674.509,229.0391713,195.1179759,1.173849668,0.523707997,35356,211.2993561,0.788708952,0.9.91797715,0.968546765,0.922546807,0.006531659,0.002918481,0.85109261,0.999054778,SEKER
35069,692.225,234.2366519,191.2138075,1.224998628,0.57758939,35563,211.3083945,0.752682864,0.98610915.8,0.919684117,0.902114988,0.006679308,0.002728719,0.813811452,0.996917913,SEKERJ
35081,677.561,234.7952752,190.5792388,1.232008674,0.58409876,"35,395",211.3445445,0.76844388,0.9911.2869,0.960251575,0.900122646,0.006692947,0.002710216,0.810220779,0.998199027,SEKERU
35083,687.873,229.6498757,194.93395,1.17809071,0.528664177,"35,513",211.3505688,0.767613338,0.987891758,0.9317299.62,0.920316496,0.006545902,0.002896664,0.846982453,0.997822159,SEKER
35083,685.515,227.9847727,196.1941843,1.162036344,0.509351984,35477,211.3505688,0.782700846,0.988894213,0.938150821,0.927038093,0.00649844,0.002960596,0.859399625,0.998653599,SEKERM
35085,693.747,245.9349428,181.8560113,1.352360811,0.673214081,35658,211.3565931,0.735457499,0.9.83930675,0.916070945,0.85940042,0.007009689,0.002358635,0.738569081,0.998811881,seker
35087,678.15,237.2938758,188.4922823,1.258904995,0.607471966,"35,477",211.3626171,0.768945869,0.989006962,0.958748216,0.890720911,0.006763014,0.002625951,0.793383741,0.998794754,SEKERT
35091,688.22,225.8521795,197.988503,1.140733811,0.481167454,"35,466",211.3746647,0.780250812,0.989426493,0.9310.02892,0.935898273,0.006436185,0.003045951,0.875905577,0.999175106,SEKER
35091,685.847,232.5036811,192.6269167,1.207015536,0.560004226,"35,452",211.3746647,0.762367203,0.9898.17218,0.9374.56494,0.909123949,0.006625735,0.002791941,0.826506354,0.99760601,seker
35105,687.922,232.3755601,192.4946821,1.207179116,0.560170279,"35,508",211.4168258,0.782720178,0.9886.50445,0.932181424,0.909806632,0.006619443,0.002797677,0.827748108,0.999240229,SEKER
35106,688.658,231.1126201,193.5514908,1.194062723,0.54647266,"35,503",211.419837,0.787430186,0.9.88817846,0.93021645.7,0.914791398,0.00658328,0.002843874,0.836843303,0.999243393,SEKER
35106,680.346,234.3642027,191.0105524,1.226969922,0.579438588,35445,211.419837,0.810387812,0.990435887,0..953084795,0.902099529,0.006675902,0.002727141,0.813783561,0.998487952,SEKER
35122,679.818,231.7962315,193.1433259,1.200125505,0.552902155,35481,211.4680101,0.784393425,0.989881909,0.95500090.6,0.912301329,0.006599745,0.002820072,0.832293715,0.998856915,SEKER
35123,685.227,233.2248862,192.0042077,1.214686329,0.567667673,"35,457",211.4710205,0.791914683,0.990580139,0.940010.129,0.906725796,0.006640233,0.002768643,0.822151669,0.998656393,SEKER
35128,669.663,228.4024536,195.966868,1.16551566,0.51366751,35376,211.4860722,0.785527404,0.99.2989597,0.984352571,0.925936078,0.006502006,0.002948161,0.857357621,0.999263734,SEKER
35130,678.016,239.1831502,187.1601061,1.277960112,0.622654309,35473,211.4920925,0.780146569,0.990330674,0.960.302653,0.884226554,0.006808516,0.002567358,0.781856598,0.999181546,SEKER
35131,684.17,234.5230255,190.924541,1.228354534,0.580728621,35466,211.4951027,0.749989326,0.99.0554334,0.94313165.6,0.901809544,0.006675672,0.002723542,0.813260453,0.998972165,SEKER
35134,668.885,226.2664317,197.955771,1.143015081,0.484341376,"35,360",211.5041327,0.797575537,0..993608597,0.986812285,0.934757008,0.006440099,0.003032964,0.873770664,0.998733047,SEKER
35145,681.083,243.7645848,183.7065283,1.32692391,0.657307236,35444,211.5372397,0.782809159,0.991.564158,0.952079.756,0.867793162,0.006935968,0.00242634,0.753064972,0.999259916,SEKER
35149,682.373,238.9292213,187.4223342,1.274817232,0.620222204,35509,211.5492774,0.782549648,0.9898.61725,0.948591369,0.885405629,0.006797611,0.002576945,0.783943127,0.999384208,SEKER
35162,673.468,230.2302104,194.6424568,1.182836542,0.5340936,"35,450",211.5883949,0.786287708,0.991875882,0..974203092,0.919029673,0.0065477,0.002881288,0.844615539,0.999042123,SEKER
35165,676.072,232.8834611,192.3850785,1.21050688,0.563523226,"35,463",211.597421,0.785845177,0.99159687.6,0.966795425,0.908597888,0.006622592,0.002784163,0.825550123,0.999334104,SEKER
35175,706.545,226.7972341,197.6791575,1.14729968,0.490196672,35707,211.6275053,0.773552956,0.985100961,0.88545.0557,0.933113255,0.006447683,0.003015233,0.870700346,0.998954228,seker
35176,680.437,235.7913399,190.0240087,1.240850257,0.592053019,35499,211.6305135,0.79536924,0.990901152,0..954729791,0.89753302,0.006703188,0.002683261,0.805565522,0.999586185,SEKER
35208,678.529,232.2855372,193.4634694,1.200668725,0.55346987,35535,211.7267529,0.767660911,0.990797805,0..960980094,0.911493481,0.006597522,0.002809149,0.830820366,0.99754003,SEKERE
35221,674.683,237.2809781,189.1299913,1.254592021,0.603884463,35484,211.7658377,0.762755544,0.9925882.09,0.972326.252,0.892468665,0.006736918,0.00263641,0.796500318,0.999282944,SEKER
35223,674.287,231.2689629,194.31596,1.190169675,0.542251338,"35,537",211.7718501,0.766784222,0.9911641.39,0.9735239.35,0.915695074,0.006565851,0.002847569,0.838497468,0.997954259,SEKERF
35237,676.073,233.9276146,192.0229569,1.218227333,0.571122486,"35,502",211.8139321,0.778271049,0.9925.35632,0..968772063,0.905467841,0.006638693,0.002752672,0.819872011,0.998790493,SEKERI
35246,683.282,240.0903587,186.9855135,1.284005131,0.627256068,35599,211.8409804,0.781282557,0.990.083991,0.948679991,0.882338556,0.006811847,0.002546746,0.778521327,0.999625379,SEKER
35247,682.573,234.9905396,191.2353297,1.228802962,0.581144872,"35,605",211.8439856,0.759012016,0.98994523.2,0.950678.806,0.90150006,0.006666966,0.002716258,0.812702358,0.998651065,seker
35254,687.045,225.0636401,199.6920336,1.127053674,0.461251975,"35,676",211.8650205,0.769805223,0.9881.7132,0.938.529434,0.941356056,0.00638406,0.003092377,0.886151223,0.998739992,SEKERC
35259,677.828,234.8896338,191.2971925,1.227878103,0.580285549,35577,211.8800441,0.752240143,0.991061641,0.964363679,0.902040847,0.006661835,0.002720686,0.813677689,0.999097017,SEKERF
35272,682.696,232.1302308,193.5975477,1.199034975,0.551758353,"35,619",211.9191007,0.779922609,0.990258008,0.951010328,0.912931934,0.006581147,0.002819908,0.833444717,0.999329366,SEKERF
35272,682.862,230.0811517,195.4208887,1.17736212,0.527819837,"35,637",211.9191007,0.775089547,0.989757836,0.950548013,0.921062412,0.006523054,0.002895923,0.848355967,0.99882218,SEKER
35277,676.858,238.5525485,188.7741821,1.263692661,0.611387126,"35,527",211.9341205,0.787556091,0.99296.3098,0..967623431,0.88841692,0.006762269,0.0025986,0.789284624,0.997413187,SEKERA
35283,681.373,223.9750122,200.8365205,1.115210578,0.442655743,35589,211.9521428,0.779080551,0.9914.01838,0.95500.4742,0.946320488,0.006347958,0.003140269,0.895522466,0.998696127,SEKER
35287,677.949,223.6208869,201.0973362,1.112003227,0.437377572,35627,211.9641569,0.789383025,0.990456676,0.964785022,0.947872803,0.006337203,0.003155569,0.898462851,0.99909359,SEKER
35288,676.973,232.6213057,193.387722,1.202875256,0.555762068,35608,211.9671603,0.794953818,0.99101.3255,0.967596331,0.911211291,0.00659208,0.002803358,0.830306017,0.998754563,seker
35300,685.599,238.2169831,188.8076239,1.261691547,0.609759171,"35,640",212.0031979,0.767224516,0..990460157,0.943722302,0.88995837,0.006748356,0.002611299,0.7920259,0.999292383,SEKER
35302,679.016,235.9340907,190.7405476,1.236937262,0.588567005,35644,212.0092036,0.781674859,0.9.90405117,0.96216.4123,0.898595039,0.006683307,0.002687987,0.807473045,0.998793498,SEKER
35304,686.408,234.6158228,192.04541,1.221668473,0.57443147,"35,737",212.0152091,0.789904685,0.987883706,0.941605758,0.903669695,0.006645588,0.002733707,0.816618918,0.997637587,SEKER
35313,691.229,233.1566948,193.1171461,1.207332956,0.560326339,35743,212.0422317,0.773898751,0.987.969672,0.9287.53744,0.909440889,0.006602574,0.002786063,0.82708273,0.998564238,SEKERJ
35316,682.911,237.7766302,189.2416271,1.256471073,0.605454602,"35,637",212.0512385,0.76056338,0.990992508,0.95.1597201,0.891808578,0.00673283,0.002627024,0.79532254,0.999299765,SEKER
35321,682.903,232.9444526,193.4111007,1.204400635,0.557333834,35670,212.066249,0.761491031,0.990215868,0..951754225,0.910372609,0.00659507,0.002794318,0.828778287,0.998181095,SEKER
35330,682.682,234.6395107,192.0162337,1.221977466,0.574726302,"35,655",212.0932651,0.746871301,0.990884869,0.952613205,0.903911129,0.006641367,0.002734892,0.81705533,0.998423202,SEKER
35337,677.215,228.9829683,196.6330141,1.164519444,0.512439523,"35,671",212.1142753,0.765267672,0..990636652,0.968247541,0.926332106,0.006479978,0.002943202,0.858091171,0.999263854,SEKER
35338,680.836,227.4674838,198.0449215,1.148565094,0.491900241,"35,669",212.1172766,0.787686958,0.990720233,0.958002864,0.932516916,0.006436909,0.003002507,0.8695878,0.998778192,SEKER
35339,677.909,228.8711515,196.9580537,1.16202992,0.509343946,35667,212.1202778,0.764648607,0.99.0803824,0.966320784,0.9268109,0.006476447,0.002947685,0.858978444,0.998158653,SEKER
35344,694.82,234.3666269,192.35218,1.218424594,0.571313449,35807,212.1352834,0.762545847,0.9.87069567,0.919985412,0.905142879,0.006631016,0.002745544,0.819283631,0.998235326,SEKER
35352,684.112,231.5229542,194.6544229,1.189405053,0.541413474,35760,212.1592901,0.755384615,0.988.590604,0.9.49225585,0.916363955,0.006549077,0.002848602,0.839722899,0.998770659,SEKER
35354,687.741,235.0153084,191.8282547,1.225133955,0.57771681,"35,726",212.1652914,0.754363504,0.98.9587415,0.939287602,0.902772219,0.006647488,0.002723642,0.814997679,0.99848133,SEKER
35354,681.226,237.2896852,189.8898462,1.249617554,0.599673407,35666,212.1652914,0.768565217,0.99125217.3,0.9.57339529,0.894119318,0.00671182,0.002646074,0.799449354,0.999005947,seker
35364,683.341,222.2949087,202.8807894,1.09569225,0.408708385,35761,212.1952951,0.79216881,0..988898521,0.95169.1714,0.9545666,0.00628591,0.003219384,0.911197393,0.998391922,seker
35376,681.424,236.606393,190.5127968,1.241944882,0.593018666,"35,693",212.231294,0.770702163,0.991118707,0.95737865,0.896980387,0.006688331,0.002670726,0.804573815,0.999236332,seker
35377,687.757,237.8744339,189.4917581,1.255328656,0.604501323,35712,212.2342936,0.781984969,0.9906194,0.93985.4937,0.89221145,0.006723985,0.002628317,0.796041272,0.999293419,SEKER
35384,679.656,235.7576962,191.3265181,1.232226973,0.584298532,"35,698",212.2552898,0.747981229,0..991203989,0.962583648,0.900311181,0.006662833,0.002700283,0.810560222,0.998794169,SEKER
35402,681.514,231.0084894,195.3459322,1.182561043,0.533781707,"35,696",212.3092706,0.775900235,0..991763783,0.957829.256,0.919053976,0.006525295,0.002871732,0.84466021,0.998862259,seker
35403,678.413,233.9865511,192.879318,1.21312411,0.566127097,"35,713",212.3122691,0.770669163,0.991319688,0..966632975,0.907369539,0.006609229,0.00276355,0.823319481,0.998788713,SEKER
35408,684.211,241.922654,186.6907132,1.295847286,0.635991732,"35,765",212.3272611,0.735093838,0.99001.8174,0.9504541.18,0.877665888,0.006832429,0.002500759,0.770297412,0.998187811,SEKER
35410,704.701,228.5505682,197.4338111,1.15760602,0.5037461,35997,212.3332576,0.765952844,0..983693086,0.8960371.48,0.92904279,0.006454407,0.002966054,0.863120506,0.999153494,SEKER
35412,675.129,228.0033684,197.9427918,1.151864973,0.496289109,35693,212.3392539,0.795918367,0..992127308,0..976307876,0.931298758,0.006438591,0.002987629,0.867317377,0.999032507,SEKER
35414,680.978,237.1379832,190.3678563,1.245682899,0.596285403,"35,729",212.3452501,0.764749071,0.991183632,0.959662852,0.895450181,0.006696165,0.002655655,0.801831027,0.998827199,SEKERR
35432,681.365,233.7422319,193.2188091,1.209728147,0.562742866,"35,757",212.399208,0.79064578,0..990910871,0.95906.0245,0.908689911,0.006596925,0.002774496,0.825717355,0.998893526,SEKERQ
35437,685.657,228.037132,198.2331243,1.150348272,0.494281412,35804,212.4141938,0.781549116,0.989749749,0.947224635,0.931489499,0.006435001,0.00298841,0.867672687,0.998125776,SEKERD
35438,678.412,233.1800328,193.710573,1.203754804,0.556669634,"35,726",212.4171909,0.793595342,0.99193.8644,0.96759145.7,0.910957891,0.006579943,0.002795086,0.829844279,0.998929038,seker
35438,677.413,234.4297046,192.6140462,1.217095582,0.570023834,35725,212.4171909,0.767454955,0.991.96641,0.97044743,0.906101858,0.006615207,0.002750624,0.821020577,0.999260517,seker
35442,698.883,236.8674902,191.003258,1.240122774,0.591408965,"36,046",212.4291787,0.729589526,0.9832436.33,0.911841034,0.896827076,0.006683243,0.00266687,0.804298804,0.997429265,SEKER
35442,681.165,228.7551275,197.5865551,1.157746424,0.503925709,"35,791",212.4291787,0.791557789,0.99024.8945,0.9598.94351,0.928631332,0.006454352,0.002960777,0.86235615,0.998389748,SEKER
35450,680.993,235.7961595,191.5857195,1.230760623,0.58295327,35744,212.4531522,0.775456633,0.991774843,0..960596075,0.901003446,0.006651514,0.002703996,0.811807209,0.999140346,SEKER
35454,677.189,235.5324639,191.8532649,1.227669824,0.580091585,"35,744",212.4651379,0.781699923,0.991886.75,0.971527984,0.902063072,0.006643326,0.002713394,0.813717786,0.99897677,SEKER
35467,683.515,226.947476,199.2610778,1.13894534,0.478650982,35845,212.5040869,0.766721432,0.989454596,0.9.53977692,0.936358009,0.006398835,0.003034229,0.876766322,0.998588916,seker
35473,687.235,241.0501435,187.6446637,1.284609638,0.627710839,"35,874",212.5220609,0.791348771,0.988821988,0.9438375.34,0.881650837,0.006795313,0.002532653,0.777308199,0.998537604,SEKER
35481,679.09,237.9018822,190.0844881,1.251558634,0.601326085,"35,754",212.5460239,0.789010207,0.992364491,0.966832064,0.893418841,0.00670505,0.002635131,0.798197226,0.99899063,SEKER
35499,688.485,228.5197507,197.9982626,1.154150283,0.499284173,35887,212.5999309,0.771650291,0.989188285,0.941102697,0.930335038,0.006437357,0.002974712,0.865523282,0.998943941,seker
35507,682.142,239.2324137,189.1161631,1.265002471,0.612446177,"35,835",212.6238851,0.781920282,0.99.0846937,0..958902087,0.888775404,0.006737613,0.002593307,0.789921719,0.999252926,seker
35510,676.975,227.1516125,199.3230352,1.13961546,0.479596812,35799,212.6328672,0.771956522,0..991927149,0.973677814,0.936083459,0.006396835,0.003029725,0.876252243,0.998590603,SEKERR
35511,702.0,224.1421069,204.1513255,1.097921389,0.412821343,"36,641",212.6358612,0.759074003,0.96.916023,0.905521032,0.948665399,0.006311906,0.003153498,0.899966039,0.988091963,seker
35517,678.829,232.996395,194.232582,1.199574205,0.55232461,"35,881",212.6538241,0.771622238,0.9898553.55,0.96855740.2,0.912691478,0.006560137,0.002807945,0.833005734,0.99925219,SEKER
35532,676.181,231.1069967,195.8801972,1.179838493,0.530677806,"35,820",212.6987247,0.791640674,0..991959799,0.97657047.7,0.920347405,0.006504193,0.002878594,0.847039346,0.999369626,seker
35534,684.316,231.1054635,196.0370157,1.178886868,0.529583495,35921,212.7047108,0.777617297,0.989226358,0.953543639,0.920379413,0.006503784,0.002878813,0.847098263,0.998633019,SEKER
35539,690.791,247.0624813,184.0422124,1.342422904,0.667151862,"35,853",212.7196751,0.826104138,0.99.1242016,0.935.883361,0.860995462,0.006951869,0.002356594,0.741313185,0.995155798,SEKER
35544,683.35,232.2347035,195.0293809,1.190767783,0.542904715,35949,212.7346384,0.784462591,0.98873404,0.9565105.55,0.916032941,0.006533724,0.002837821,0.839116349,0.999192714,SEKER
35555,697.407,238.2386137,190.2546224,1.252209332,0.601877373,"36,021",212.7675539,0.756087188,0.987063102,0..918624328,0.89308593,0.006700566,0.002629446,0.797602479,0.998765267,SEKERA
35565,682.802,227.2957017,199.3839165,1.139990154,0.48012413,35922,212.7974727,0.801428668,0.990061801,0.958612545,0.93621424,0.006390994,0.00302865,0.876497104,0.999198069,SEKERM
35589,687.923,235.063906,192.994447,1.217982743,0.570885488,35977,212.8692607,0.779998685,0..989215332,0.945030857,0.905580377,0.00660496,0.002740047,0.82007582,0.998838197,SEKER
35598,694.499,245.397668,185.3486365,1.323978814,0.655380254,"36,045",212.896175,0.753636075,0.9.87598835,0.9.27453647,0.86755582,0.00689358,0.002408875,0.7526531,0.996496759,SEKER
35602,688.378,240.6556265,188.5903078,1.276076323,0.621199848,35941,212.9081358,0.780916868,0.990567.875,0.944126734,0.884700428,0.00675961,0.002554385,0.782694847,0.998778363,SEKERY
35605,694.737,245.5544517,184.7444941,1.329157076,0.658756145,35968,212.9171059,0.742621754,0.989907696,0.927000559,0.867087135,0.006896628,0.002404737,0.751840099,0.999313588,seker
35608,689.304,240.389455,188.8797386,1.272711709,0.61857737,35997,212.9260757,0.784144462,0.989.193544,0.9417504.75,0.885754642,0.006750996,0.002563311,0.784561286,0.998520336,SEKER
35609,686.971,230.1693895,197.1409408,1.167537238,0.516140833,36002,212.9290655,0.789329018,0.98908394,0.948184461,0.925097234,0.006463798,0.00292023,0.855804892,0.999184079,SEKER
35610,678.391,234.4285953,193.8260159,1.209479513,0.562493166,35888,212.9320553,0.756806155,0.992253678,0.9723479.04,0.908302398,0.006583224,0.002764014,0.825013247,0.99783662,SEKER
35615,692.536,233.0035907,195.2246498,1.193515219,0.54588345,36004,212.9470037,0.74334196,0.9.89195645,0.9331.64276,0.913921554,0.006542288,0.002815432,0.835252607,0.996886698,seker
35634,685.864,235.1230447,193.2178621,1.21688048,0.569814436,"36,006",213.0037979,0.784285243,0.989668389,0.951915555,0.905924803,0.006598278,0.002741442,0.820699748,0.998693504,SEKER
35647,683.548,233.6041328,194.4070019,1.20162407,0.554465019,35993,213.0426484,0.771312965,0..99038702,0.958726687,0.911981504,0.006553262,0.002796285,0.831710264,0.999403073,SEKER
35647,679.754,236.1571148,192.3417705,1.227799423,0.580212296,35927,213.0426484,0.765088427,0.9.92206419,0.969458687,0.902122507,0.00662488,0.002706574,0.813825018,0.999213887,SEKER
35652,680.437,227.476882,199.8096977,1.138467675,0.477974624,36002,213.057589,0.798978083,0.99027831.8,0.96764915,0.936612051,0.00638048,0.00302881,0.877242135,0.998711813,SEKER
35672,690.775,241.4564778,188.2509018,1.282631188,0.626218826,36078,213.117341,0.779375137,0.988746605,0.93942929.8,0.882632526,0.006768796,0.002534025,0.779040176,0.999221227,SEKER
35677,689.725,235.9739477,192.7272628,1.224393188,0.57701846,36120,213.1322764,0.76843715,0.987.735327,0.942423825,0.903202572,0.006614176,0.002715165,0.815774885,0.998829212,SEKER
35680,686.068,230.9097907,197.0362234,1.171915431,0.52141391,35991,213.1412371,0.804020101,0.9913589.51,0.95257764.1,0.923049804,0.006471687,0.002897996,0.852020941,0.998496489,SEKER
35683,699.955,237.1640772,192.1409058,1.234323718,0.586208483,36188,213.1501975,0.787495586,0.98.6045098,0..915231552,0.898745712,0.006646416,0.002674944,0.807743855,0.997017398,seker
35684,678.241,237.692503,191.4124113,1.241782084,0.592875311,35953,213.1531842,0.768587921,0.99251801,0.97479954,0.896760232,0.006661039,0.002657217,0.804178914,0.998614968,SEKER
35690,699.055,235.795252,192.902193,1.222356513,0.575087465,"36,122",213.1711035,0.754768853,0.9880405.29,0..917769708,0.904051721,0.00660676,0.002722334,0.817309515,0.999043608,SEKER
35690,691.225,238.3892909,190.7619789,1.249668787,0.599717186,"36,059",213.1711035,0.752572537,0.98976677.1,0.9.38679942,0.894214261,0.006679442,0.002634428,0.799619144,0.999259086,seker
35693,680.082,229.6226847,198.0893949,1.159187168,0.505761316,"35,997",213.1800626,0.779544412,0.991554852,0.96977359.6,0.928392867,0.006433269,0.002948076,0.861913315,0.999118855,SEKER
35699,694.117,236.6649656,192.4798218,1.229557277,0.581843363,"36,104",213.1979796,0.758488081,0..988782406,0.9311.0906,0.900843008,0.006629456,0.00269311,0.811518126,0.997808017,SEKER
35702,689.386,233.5272374,194.8038188,1.19878162,0.551491834,"36,067",213.2069376,0.783970136,0.98.9879946,0.944011947,0.912985311,0.006541013,0.002803367,0.833542179,0.999235043,SEKER
35703,684.558,235.5078025,193.0748494,1.219774628,0.57261619,"36,029",213.2099235,0.76530481,0.990951.733,0.957401434,0.905319999,0.006596303,0.002733309,0.8196043,0.99973253,seker
35703,677.734,230.1138772,197.7162664,1.163859107,0.51162219,35987,213.2099235,0.785544554,0.992108261,0.97677.8354,0.92654092,0.006445225,0.002930058,0.858478076,0.999147527,SEKER
35704,683.565,241.104352,188.6546976,1.278019339,0.622699879,"35,994",213.2129093,0.766311813,0.991.943102,0.960211941,0.884317963,0.006752867,0.002547427,0.782018259,0.999434459,seker
35720,685.105,236.703013,192.3416647,1.230638268,0.582840661,36074,213.2606774,0.775577558,0.990186838,0..956328371,0.900963087,0.006626624,0.002693395,0.811734485,0.99895152,SEKER
35720,685.93,240.8120223,189.0891572,1.273536917,0.619223515,36024,213.2606774,0.793636687,0.991561181,0..954029313,0.885589828,0.006741658,0.002557861,0.784269343,0.998795962,SEKER
35725,684.673,235.1553949,193.9051263,1.212734286,0.565741088,36053,213.2756028,0.765727146,0.990902283,0.957669592,0.906956028,0.006582376,0.002747308,0.822569236,0.997557915,SEKER
35730,698.169,242.2163347,187.9909129,1.288447037,0.630575224,"36,142",213.2905271,0.786294316,0.98860052,0.9211317.61,0.880578625,0.006779075,0.002514333,0.775418715,0.999085947,SEKER
35734,700.162,249.4697994,182.9150412,1.363856125,0.679996702,36085,213.3024657,0.766495066,0.990272967,0.915997786,0.855023198,0.006981301,0.002301589,0.731064669,0.997067027,SEKER
35735,684.121,235.4891195,193.432329,1.217423792,0.570342979,36043,213.3054503,0.750230937,0.9.91454651,0.959484154,0.905797477,0.006589873,0.002736411,0.820469069,0.998858565,seker
35736,684.029,235.6615733,193.3776575,1.218659779,0.57154092,"36,088",213.3084348,0.752970923,0.990246065,0.959769124,0.905147292,0.006594515,0.002730484,0.81929162,0.998437744,SEKER
35738,684.449,237.8500276,191.8892822,1.239517001,0.59087126,"36,051",213.3144038,0.799168139,0.991317.855,0..958645244,0.896844141,0.006655382,0.002655954,0.804329414,0.996979983,seker
35758,682.303,239.4353205,190.4997504,1.25687997,0.605794808,"36,049",213.3740838,0.745890697,0.9.91927654,0.965224.912,0.891155421,0.006695993,0.002605005,0.794157984,0.998161263,SEKER
35762,690.56,236.8214407,192.7075785,1.228916073,0.581249747,36157,213.3860178,0.791159683,0.989075421,0.942386,0.901041803,0.006622153,0.002692519,0.81187633,0.997727872,SEKERL
35764,674.477,222.1229203,205.0983639,1.083006788,0.383946726,"36,032",213.3919846,0.7745149,0.992.562167,0.98.7919735,0.960693225,0.006210796,0.003263367,0.922931472,0.999541049,SEKER
35772,693.316,245.5102084,185.6779934,1.322236437,0.654231454,36140,213.4158499,0.746416275,0.989817377,0.93517.016,0.869274851,0.006863195,0.002417322,0.755638767,0.999133111,SEKERL
35777,685.863,221.3199452,206.1931217,1.073362406,0.363352382,36174,213.4307644,0.797170232,0.989025267,0..9557384,0.964353955,0.006186096,0.003300215,0.92997855,0.998204014,SEKER
35781,688.213,240.1784495,189.8509594,1.265089469,0.612516338,"36,108",213.4426952,0.775706202,0.990943835,0.949328664,0.888683792,0.006712458,0.00258256,0.789758882,0.999115645,seker
35789,685.127,233.6187674,195.2244366,1.196667648,0.549256353,36146,213.4665549,0.777075734,0.990123388,0..958114167,0.913738897,0.00652767,0.002806896,0.834918772,0.999120284,SEKERW
35795,695.242,249.7361414,182.7040856,1.366888653,0.681746498,36189,213.4844479,0.791907259,0.9.89112714,0.930593962,0.854840019,0.006976844,0.002298149,0.730751458,0.998855876,SEKER
35795,684.955,227.565012,200.5136154,1.134910522,0.472880198,"36,124",213.4844479,0.76801768,0.990892481,0.958.756122,0.938125093,0.006357452,0.003037427,0.880078689,0.998810565,SEKER
